source,target,weight
Case Western,Cleveland State,11
Case Western,Ohio,8
Case Western,Ohio State,13
Case Western,Temple,9
Case Western,Oberlin,13
Case Western,Pittsburgh,2
Case Western,Pennsylvania,9
Dayton,Carnegie Mellon,8
Dayton,Penn State,7
Dayton,Pennsylvania,F
Dayton,Miami,12
Dayton,Ohio,7
Dayton,Cleveland State,11
Dayton,Case Western,8
Dayton,Wright State,11
Dayton,Akron,11
Penn State,Drexel,14
Penn State,Carnegie Mellon,11
Penn State,Case Western,0
Penn State,Temple,12
Penn State,Dayton,15
Penn State,Oberlin,15
Penn State,Pittsburgh,10
Penn State,Ohio State,12
Penn State,Pennsylvania,F
Lehigh,Ohio,10
Lehigh,Villanova,12
Lehigh,Drexel,8
Lehigh,Pittsburgh,15
Lehigh,Muhlenberg,2
Lehigh,Messiah,2
Lehigh,Haverford,6
Lehigh,Pennsylvania,10
Lehigh,Saint Joseph,13
Lehigh,Temple,5
Lehigh,Jefferson,8
Lehigh,Swarthmore,4
Lehigh,Ursinus,13
Lehigh,Scranton,5
Lehigh,Lancaster Bible,15
Pennsylvania,Cincinnati,11
Pennsylvania,West Chester,13
Pennsylvania,Dayton,W
Pennsylvania,Pittsburgh,4
Pennsylvania,Saint Joseph,13
Pennsylvania,Lehigh,13
Pennsylvania,Villanova,L
Pennsylvania,Ohio State,4
Pennsylvania,Temple,10
Pennsylvania,Case Western,8
Pennsylvania,Oberlin,W
Pennsylvania,Penn State,W
West Chester,Ohio State,5
West Chester,Villanova,L
West Chester,Pennsylvania,6
West Chester,Drexel,7
West Chester,Temple,11
West Chester,Millersville,W
Muhlenberg,Lehigh,11
Muhlenberg,Messiah,8
Muhlenberg,Shippensburg,13
Muhlenberg,Scranton,15
Muhlenberg,Lancaster Bible,13
Muhlenberg,Haverford,11
Muhlenberg,Swarthmore,9
Messiah,Lehigh,12
Messiah,Muhlenberg,10
Messiah,Xavier,14
Messiah,Swarthmore,0
Xavier,Wooster,11
Xavier,Oberlin,0
Xavier,Grove City,15
Xavier,Messiah,10
Xavier,Cedarville,8
Xavier,Denison,12
Xavier,Ohio Northern,11
Wooster,Xavier,5
Wooster,Oberlin,5
Wooster,Swarthmore,12
Wooster,Denison,15
Wooster,Ohio Northern,14
Wooster,Cedarville,11
Wooster,Kenyon,12
Oberlin,Wooster,10
Oberlin,Xavier,0
Oberlin,Shippensburg,15
Oberlin,Franciscan,13
Oberlin,Ohio Wesleyan,13
Oberlin,John Carroll,13
Oberlin,Kenyon,13
Oberlin,Penn State,1
Oberlin,Ohio State,2
Oberlin,Case Western,0
Oberlin,Pittsburgh,F
Oberlin,Temple,F
Oberlin,Pennsylvania,F
Swarthmore,Grove City,9
Swarthmore,Franciscan,1
Swarthmore,Wooster,15
Swarthmore,Cedarville,6
Swarthmore,Messiah,0
Swarthmore,Ursinus,13
Swarthmore,Lehigh,13
Swarthmore,Jefferson,13
Swarthmore,Muhlenberg,15
Swarthmore,Haverford,15
Grove City,Swarthmore,8
Grove City,Franciscan,7
Grove City,Xavier,10
Franciscan,Grove City,13
Franciscan,Swarthmore,13
Franciscan,Cedarville,0
Franciscan,Haverford,15
Franciscan,Oberlin,12
Franciscan,John Carroll,13
Franciscan,Kenyon,13
Franciscan,Ohio Wesleyan,13
Franciscan,Middlebury,10
Franciscan,Michigan Tech,8
Franciscan,Hamilton,12
Franciscan,Valparaiso,15
Franciscan,Colby,15
Shippensburg,Haverford,8
Shippensburg,Cedarville,9
Shippensburg,Muhlenberg,15
Shippensburg,Oberlin,8
Shippensburg,No Opponent,0
Haverford,Shippensburg,10
Haverford,Cedarville,5
Haverford,Lehigh,15
Haverford,Franciscan,8
Haverford,No Opponent,0
Haverford,Lancaster Bible,13
Haverford,Scranton,15
Haverford,Muhlenberg,10
Haverford,Swarthmore,6
Haverford,Jefferson,13
Cedarville,Haverford,6
Cedarville,Shippensburg,10
Cedarville,Franciscan,0
Cedarville,Swarthmore,15
Cedarville,Xavier,11
Cedarville,Denison,15
Cedarville,Ohio Northern,15
Cedarville,Wooster,15
Colorado,Texas,13
Colorado,Texas A,14
Colorado,Colorado,6
Colorado,Oklahoma State,11
Colorado,Texas State,15
Colorado,Saint Louis,9
Colorado,Colorado Mesa,11
Colorado,Colorado State,10
Colorado,Denver,7
Texas,Colorado,11
Texas,Colorado State,11
Texas,Texas Tech,10
Texas,Oklahoma State,15
Texas,Saint Louis,15
Texas,Kansas State,15
Texas,Texas A,11
Texas,Oklahoma,13
Texas,Baylor,13
Texas,North Texas,11
Texas,Stephen F,8
Texas,Southern Methodist,8
Texas,Texas Christian,5
Texas,Texas,3
Colorado State,Texas,10
Colorado State,Oklahoma,12
Colorado State,Arkansas,10
Colorado State,Texas A,11
Colorado State,Denver,13
Colorado State,Colorado,6
Colorado State,Colorado Mesa,10
Texas A,Colorado,9
Texas A,Texas State,13
Texas A,Texas,14
Texas A,Colorado State,13
Texas A,Texas Tech,15
Texas A,Washington University,12
Texas Tech,Texas,8
Texas Tech,Baylor,12
Texas Tech,Texas A,8
Texas Tech,Kansas,12
Texas Tech,North Texas,13
Texas Tech,Stephen F,13
Texas Tech,Texas Christian,1
Oklahoma,Colorado State,7
Oklahoma,Kansas,0
Oklahoma,Texas,9
Oklahoma,Oklahoma State,0
Oklahoma,Saint Louis,3
Oklahoma,Washington University,9
Oklahoma,Missouri,0
Oklahoma,Arkansas,0
Oklahoma,Missouri State,0
Oklahoma,Kansas State,2
Oklahoma,Central Arkansas,11
Oklahoma State,Texas,7
Oklahoma State,Washington University,0
Oklahoma State,Oklahoma,11
Oklahoma State,Colorado,15
Oklahoma State,Saint Louis,11
Oklahoma State,Central Arkansas,11
Oklahoma State,Kansas,11
Oklahoma State,Kansas State,11
Texas State,Texas A,10
Texas State,Colorado,9
Texas State,Kansas State,0
Texas State,Baylor,15
Baylor,Texas Tech,10
Baylor,Saint Louis,12
Baylor,Texas State,6
Baylor,Arkansas,0
Baylor,Texas,5
Baylor,North Texas,10
Baylor,Stephen F,13
Baylor,Texas Christian,9
Saint Louis,Texas,5
Saint Louis,Oklahoma,11
Saint Louis,Baylor,15
Saint Louis,Colorado,13
Saint Louis,Oklahoma State,4
Saint Louis,Kansas State,11
Saint Louis,Central Arkansas,11
Saint Louis,Kansas,8
Saint Louis,Missouri,0
Saint Louis,Missouri State,0
Saint Louis,Arkansas,0
Arkansas,Colorado State,9
Arkansas,Kansas,6
Arkansas,Kansas State,0
Arkansas,Baylor,0
Arkansas,Missouri,7
Arkansas,Oklahoma,0
Arkansas,Missouri State,11
Arkansas,Washington University,6
Arkansas,Central Arkansas,0
Arkansas,Saint Louis,0
Kansas,Oklahoma,0
Kansas,Texas Tech,10
Kansas,Arkansas,11
Kansas,Washington University,3
Kansas,Central Arkansas,11
Kansas,Kansas State,11
Kansas,Oklahoma State,6
Kansas,Saint Louis,10
Washington University,Oklahoma State,0
Washington University,Texas A,8
Washington University,Kansas State,12
Washington University,Kansas,11
Washington University,Oklahoma,6
Washington University,Missouri State,10
Washington University,Missouri,8
Washington University,Arkansas,10
Kansas State,Texas,5
Kansas State,Washington University,9
Kansas State,Texas State,15
Kansas State,Arkansas,0
Kansas State,Oklahoma,11
Kansas State,Kansas,6
Kansas State,Saint Louis,3
Kansas State,Oklahoma State,6
Kansas State,Central Arkansas,11
Kansas State,Missouri State,0
Kansas State,Missouri,15
Rice,John Brown,11
Rice,Trinity,15
Rice,Colorado School,W
Rice,Air Force,13
Rice,Missouri S,13
Rice,Colorado College,13
Rice,Truman State,15
John Brown,Rice,15
John Brown,Colorado School,12
John Brown,Trinity,15
John Brown,Missouri S,6
John Brown,Colorado College,11
John Brown,Truman State,5
John Brown,Harding,11
John Brown,Tulsa,7
Colorado School,Trinity,15
Colorado School,John Brown,8
Colorado School,Rice,L
Colorado School,Colorado College,9
Colorado School,Air Force,10
Colorado School,Colorado School,5
Trinity,Colorado School,8
Trinity,Rice,9
Trinity,John Brown,8
Trinity,Truman State,8
Air Force,Truman State,15
Air Force,Colorado College,2
Air Force,Missouri S,15
Air Force,Rice,15
Air Force,Colorado School,11
Air Force,Air Force,0
Air Force,Portland,12
Air Force,Claremont,14
Air Force,Bryant,11
Air Force,Middlebury,12
Air Force,Carleton Colleg,15
Air Force,Bowdoin,15
Truman State,Air Force,9
Truman State,Missouri S,8
Truman State,Colorado College,14
Truman State,Rice,12
Truman State,Trinity,15
Truman State,John Brown,9
Truman State,Tulsa,8
Truman State,Harding,10
Missouri S,Colorado College,13
Missouri S,Truman State,9
Missouri S,Air Force,9
Missouri S,John Brown,8
Missouri S,Rice,15
Missouri S,Tulsa,11
Missouri S,Harding,11
Colorado College,Missouri S,12
Colorado College,Air Force,13
Colorado College,Truman State,7
Colorado College,Rice,12
Colorado College,John Brown,12
Colorado College,Colorado School,7
Central Florida,Georgia Tech,6
Central Florida,Emory,11
Central Florida,Kennesaw State,11
Central Florida,Georgia,6
Central Florida,Alabama,6
Central Florida,Florida Atlantic,13
Central Florida,Miami,13
Central Florida,South Florida,10
Central Florida,Florida,7
Central Florida,Florida Tech,10
Georgia Tech,Central Florida,13
Georgia Tech,Kennesaw State,5
Georgia Tech,Emory,11
Georgia Tech,South Florida,13
Georgia Tech,Georgia,11
Georgia Tech,Florida,6
Georgia Tech,Florida Tech,13
Georgia Tech,LSU,15
Kennesaw State,Emory,13
Kennesaw State,Georgia Tech,13
Kennesaw State,Central Florida,9
Kennesaw State,Florida,10
Emory,Kennesaw State,10
Emory,Central Florida,7
Emory,Georgia Tech,12
Emory,LSU,13
Georgia,Tulane,13
Georgia,Tennessee,13
Georgia,Central Florida,10
Georgia,LSU,11
Georgia,Florida,8
Georgia,South Florida,13
Georgia,Georgia Tech,9
Georgia,Alabama,14
Tulane,Georgia,6
Tulane,Tennessee,9
Tulane,Florida State,8
Tulane,Mississippi State,11
Tulane,Southern Mississippi,11
Tulane,Troy,11
Tulane,Alabama,11
Tulane,Auburn,8
Tulane,Vanderbilt,15
Tennessee,Tennessee,9
Tennessee,Georgia,2
Tennessee,Tulane,7
Tennessee,Alabama,14
Auburn,Alabama,11
Auburn,South Florida,13
Auburn,Florida State,12
Auburn,LSU,12
Auburn,Mississippi State,11
Auburn,Southern Mississippi,11
Auburn,Tulane,10
Auburn,Troy,10
Alabama,Auburn,4
Alabama,Florida State,13
Alabama,South Florida,15
Alabama,Florida,7
Alabama,LSU,11
Alabama,Alabama,13
Alabama,Central Florida,7
Alabama,Tennessee,15
Alabama,Southern Mississippi,11
Alabama,Troy,11
Alabama,Mississippi State,11
Alabama,Tulane,13
Alabama,Vanderbilt,15
Alabama,Mississippi,13
Alabama,Jacksonville State,13
Alabama,Middle Tennessee,15
Alabama,Florida Tech,13
Alabama,Georgia,5
Florida State,South Florida,15
Florida State,Alabama,12
Florida State,Auburn,7
Florida State,Tulane,13
Florida State,North Florida,W
Florida State,Florida Gulf,13
Florida State,Florida,15
South Florida,Florida State,5
South Florida,Auburn,8
South Florida,Alabama,2
South Florida,Miami,13
South Florida,Florida Atlantic,11
South Florida,Central Florida,5
South Florida,Georgia,2
South Florida,Georgia Tech,4
South Florida,LSU,6
South Florida,Florida Tech,8
Florida,Alabama,10
Florida,LSU,13
Florida,Georgia,14
Florida,Kennesaw State,15
Florida,Florida Gulf,13
Florida,North Florida,W
Florida,Florida State,13
Florida,Central Florida,11
Florida,Florida Tech,13
Florida,Georgia Tech,10
LSU,Alabama,13
LSU,Florida,14
LSU,Georgia,7
LSU,Auburn,10
LSU,Emory,14
LSU,Mississippi,13
LSU,Jacksonville State,13
LSU,Middle Tennessee,13
LSU,Vanderbilt,13
LSU,Florida Tech,13
LSU,South Florida,12
LSU,Georgia Tech,8
North Georgia,Berry,6
North Georgia,Stetson,13
North Georgia,Belmont,13
North Georgia,Florida Tech,14
North Georgia,Embry,10
North Georgia,Samford,11
North Georgia,Dalton State,13
North Georgia,Georgia College,7
North Georgia,Ave Maria,15
Berry,North Georgia,13
Berry,Belmont,15
Berry,Stetson,13
Berry,Florida Tech,9
Berry,Samford,15
Berry,Union,15
Berry,Embry,0
Berry,Ave Maria,W
Berry,Georgia College,12
Berry,Colby,9
Berry,Carleton Colleg,6
Berry,Missouri ,10
Berry,Portland,5
Berry,Hamilton,14
Belmont,Stetson,13
Belmont,Berry,6
Belmont,North Georgia,6
Belmont,Samford,12
Belmont,Union,0
Stetson,Belmont,11
Stetson,North Georgia,2
Stetson,Berry,4
Stetson,Florida Tech,6
Stetson,Embry,9
Stetson,No Opponent,0
Stetson,Georgia College,15
Stetson,Dalton State,13
Stetson,Ave Maria,W
Samford,Embry,15
Samford,Florida Tech,7
Samford,Union,15
Samford,Berry,13
Samford,Belmont,15
Samford,North Georgia,10
Embry,Samford,11
Embry,Union,14
Embry,Florida Tech,7
Embry,North Georgia,7
Embry,No Opponent,0
Embry,Stetson,13
Embry,Berry,0
Embry,Ave Maria,13
Union,Florida Tech,6
Union,Embry,12
Union,Samford,8
Union,Berry,10
Union,Belmont,0
Union,Rensselaer Polytech,5
Union,Skidmore,6
Union,New Haven,3
Union,Marist,5
Florida Tech,Union,13
Florida Tech,Samford,15
Florida Tech,Embry,12
Florida Tech,Berry,7
Florida Tech,North Georgia,12
Florida Tech,Stetson,11
Florida Tech,Ave Maria,13
Florida Tech,Dalton State,15
Florida Tech,Alabama,3
Florida Tech,Florida,3
Florida Tech,LSU,2
Florida Tech,Georgia Tech,8
Florida Tech,Central Florida,7
Florida Tech,South Florida,5
Cal Poly,California,8
Cal Poly,Las Positas,13
Cal Poly,UCLA,6
Cal Poly,Cal Poly,7
Cal Poly,Cal State,12
Cal Poly,Southern California,13
Cal Poly,San Diego,10
California,Cal Poly,13
California,Las Positas,11
California,California,3
California,New Mexico,13
California,Chico State,15
California,Northern Arizona,11
California,Santa Clara,15
California,UCLA,11
California,Stanford,14
California,Southern California,6
California,Arizona,15
California,Humboldt State,11
California,Fresno State,11
California,Sacramento State,11
California,Cal State,13
California,San Diego,12
California,Loyola Marymount,13
Las Positas,California,6
Las Positas,Cal Poly,4
Las Positas,Southern California,7
Las Positas,Santa Clara,11
Las Positas,Humboldt State,10
Las Positas,Fresno State,11
Las Positas,Sacramento State,11
Las Positas,Nevada,13
Southern California,Stanford,15
Southern California,Humboldt State,13
Southern California,Arizona,12
Southern California,California,13
Southern California,UCLA,13
Southern California,Las Positas,15
Southern California,Loyola Marymount,13
Southern California,San Diego,13
Southern California,Cal Poly,7
Stanford,Southern California,13
Stanford,Arizona,14
Stanford,Humboldt State,13
Stanford,California,7
Stanford,Sonoma State,13
Stanford,Chico State,13
Stanford,Santa Clara,13
Stanford,Nevada,13
Stanford,San Jose,13
Arizona,Humboldt State,13
Arizona,Stanford,12
Arizona,Southern California,4
Arizona,California,7
Arizona,Northern Arizona,12
Arizona,Grand Canyon,13
Arizona,Arizona State,13
Arizona,New Mexico,13
Humboldt State,Arizona,9
Humboldt State,Southern California,9
Humboldt State,Stanford,6
Humboldt State,New Mexico,9
Humboldt State,California,7
Humboldt State,Las Positas,11
Humboldt State,Sacramento State,11
Humboldt State,Fresno State,11
Humboldt State,Nevada,15
Humboldt State,Sonoma State,15
New Mexico,California,7
New Mexico,Chico State,11
New Mexico,Northern Arizona,9
New Mexico,Humboldt State,15
New Mexico,Arizona State,13
New Mexico,Grand Canyon,13
New Mexico,Arizona,10
Chico State,California,10
Chico State,New Mexico,12
Chico State,Santa Clara,13
Chico State,San Jose,13
Chico State,Stanford,9
Chico State,Nevada,11
Chico State,Sonoma State,12
Northern Arizona,California,12
Northern Arizona,UCLA,10
Northern Arizona,Santa Clara,7
Northern Arizona,New Mexico,13
Northern Arizona,Arizona,10
Northern Arizona,Arizona State,13
Northern Arizona,Grand Canyon,13
UCLA,Santa Clara,13
UCLA,Northern Arizona,13
UCLA,California,7
UCLA,Cal Poly,13
UCLA,Southern California,7
UCLA,San Diego,13
UCLA,Loyola Marymount,13
Santa Clara,UCLA,4
Santa Clara,California,7
Santa Clara,Northern Arizona,10
Santa Clara,Chico State,9
Santa Clara,Las Positas,15
Santa Clara,Nevada,13
Santa Clara,Sonoma State,13
Santa Clara,Stanford,8
Santa Clara,San Jose,13
Brigham Young,Montana State,13
Brigham Young,Idaho,13
Brigham Young,Montana,13
Brigham Young,Utah State,13
Brigham Young,Boise State,9
Brigham Young,Utah,6
Brigham Young,Washington State,13
Brigham Young,Gonzaga,13
Washington State,Gonzaga,F
Washington State,Boise State,11
Washington State,Brigham Young,9
Washington State,Utah,4
Washington State,Montana State,3
Gonzaga,Washington State,W
Gonzaga,Utah,6
Gonzaga,Boise State,8
Gonzaga,Brigham Young,12
Gonzaga,Idaho,9
Western Washington,Oregon State,15
Western Washington,Washington,13
Western Washington,Oregon,6
Western Washington,Victoria,3
Western Washington,British Columbia,5
Charleston,North Carolina,8
Charleston,Wake Forest,11
Charleston,Duke,4
Charleston,Clemson,10
Charleston,Appalachian State,4
Charleston,East Carolina,3
Clemson,Wake Forest,11
Clemson,North Carolina,11
Clemson,Duke,2
Clemson,Charleston,11
Clemson,Appalachian State,6
Clemson,East Carolina,6
Wake Forest,Clemson,5
Wake Forest,Duke,1
Wake Forest,Charleston,2
Wake Forest,North Carolina,3
Wake Forest,East Carolina,3
Wake Forest,Appalachian State,4
Anderson,Campbell,6
Anderson,Elon,7
Anderson,Davidson,3
Anderson,High Point,5
Anderson,North Carolina,4
Campbell,Anderson,10
Campbell,High Point,7
Campbell,North Carolina,8
Campbell,Davidson,5
Campbell,Elon,6
Salisbury,Maryland,5
Salisbury,Johns Hopkins,2
Salisbury,American,11
Salisbury,Georgetown,1
Salisbury,Delaware,5
Salisbury,George Washington,10
Towson,Delaware,1
Towson,Maryland,3
Towson,George Washington,4
Towson,Johns Hopkins,6
Towson,Georgetown,2
Towson,American,5
Arizona State,Grand Canyon,10
Arizona State,New Mexico,6
Arizona State,Northern Arizona,3
Arizona State,Arizona,8
Grand Canyon,Arizona State,11
Grand Canyon,Arizona,10
Grand Canyon,New Mexico,7
Grand Canyon,Northern Arizona,10
Millersville,Drexel,5
Millersville,Temple,7
Millersville,West Chester,L
Millersville,Saint Joseph,W
Saint Joseph,Pennsylvania,1
Saint Joseph,Villanova,2
Saint Joseph,Lehigh,5
Saint Joseph,Drexel,4
Saint Joseph,Millersville,L
Ursinus,Swarthmore,2
Ursinus,Jefferson,6
Ursinus,Lehigh,1
Ursinus,Lancaster Bible,0
Jefferson,Lehigh,15
Jefferson,Ursinus,15
Jefferson,Swarthmore,6
Jefferson,Scranton,10
Jefferson,Haverford,9
Lancaster Bible,Haverford,3
Lancaster Bible,Muhlenberg,4
Lancaster Bible,Scranton,5
Lancaster Bible,Lehigh,5
Lancaster Bible,Ursinus,0
Scranton,Muhlenberg,7
Scranton,Haverford,7
Scranton,Lancaster Bible,12
Scranton,Jefferson,12
Scranton,Lehigh,15
Ball State,Indiana,6
Ball State,Southern Indiana,10
Ball State,Kentucky,8
Ball State,Notre Dame,7
Ball State,Purdue,1
Southern Indiana,Notre Dame,3
Southern Indiana,Ball State,5
Southern Indiana,Indiana,7
Southern Indiana,Purdue,6
Southern Indiana,Kentucky,2
Kalamazoo,Butler,2
Kalamazoo,Kettering,3
Kalamazoo,Rose,5
Kalamazoo,Indiana Wesleyan,9
Kalamazoo,Valparaiso,1
Indiana Wesleyan,Kettering,12
Indiana Wesleyan,Rose,9
Indiana Wesleyan,Valparaiso,7
Indiana Wesleyan,Kalamazoo,11
Indiana Wesleyan,Butler,0
Kettering,Indiana Wesleyan,4
Kettering,Kalamazoo,7
Kettering,Butler,6
Kettering,Valparaiso,1
Kettering,Rose,4
Georgia College,Stetson,4
Georgia College,Dalton State,W
Georgia College,North Georgia,13
Georgia College,Berry,11
Dalton State,North Georgia,2
Dalton State,Georgia College,F
Dalton State,Stetson,4
Dalton State,Florida Tech,1
Dalton State,Ave Maria,3
Ave Maria,Florida Tech,7
Ave Maria,Berry,F
Ave Maria,Embry,11
Ave Maria,North Georgia,14
Ave Maria,Dalton State,15
Ave Maria,Stetson,F
Florida Atlantic,Central Florida,3
Florida Atlantic,South Florida,8
Florida Atlantic,Miami,14
Florida Atlantic,Florida Gulf,15
North Florida,Florida State,F
North Florida,Florida,F
North Florida,Florida Gulf,0
North Florida,Miami,F
Florida Gulf,Florida,3
Florida Gulf,Florida State,3
Florida Gulf,North Florida,0
Florida Gulf,Florida Atlantic,5
Rhode Island,Brown,0
Rhode Island,Massachusetts,1
Rhode Island,Maine,11
Rhode Island,Vermont,3
Rhode Island,New Hampshire,0
Maine,Vermont,1
Maine,Rhode Island,10
Maine,New Hampshire,10
Maine,Massachusetts,4
Maine,Brown,1
Amherst College,Massachusetts,5
Amherst College,Massachusetts Amherst,2
Amherst College,Vermont,7
Amherst College,Brown,F
Amherst College,Colby,F
Amherst College,Dartmouth,F
Michigan State,Kentucky,6
Michigan State,Michigan,3
Michigan State,Chicago,8
Michigan State,Indiana,7
Michigan State,Illinois,0
Michigan State,Northwestern,2
Michigan State,Grand Valley,12
Michigan State,Western Michigan,15
Southern Mississippi,Alabama,4
Southern Mississippi,Tulane,2
Southern Mississippi,Auburn,2
Southern Mississippi,Troy,8
Southern Mississippi,Mississippi State,7
Southern Mississippi,Mississippi,13
Troy,Alabama,3
Troy,Tulane,1
Troy,Mississippi State,3
Troy,Southern Mississippi,10
Troy,Auburn,4
Troy,Mississippi,13
Mississippi State,Tulane,4
Mississippi State,Auburn,4
Mississippi State,Troy,11
Mississippi State,Alabama,6
Mississippi State,Southern Mississippi,11
Mississippi State,Jacksonville State,9
Jacksonville State,Vanderbilt,5
Jacksonville State,Middle Tennessee,11
Jacksonville State,LSU,8
Jacksonville State,Alabama,5
Jacksonville State,Mississippi,13
Jacksonville State,Mississippi State,13
Vanderbilt,Jacksonville State,11
Vanderbilt,Alabama,10
Vanderbilt,Middle Tennessee,11
Vanderbilt,Mississippi,13
Vanderbilt,LSU,6
Vanderbilt,Tulane,7
Middle Tennessee,Mississippi,13
Middle Tennessee,Jacksonville State,7
Middle Tennessee,Vanderbilt,10
Middle Tennessee,LSU,2
Middle Tennessee,Alabama,7
Mississippi,Middle Tennessee,9
Mississippi,LSU,7
Mississippi,Alabama,4
Mississippi,Vanderbilt,7
Mississippi,Jacksonville State,7
Mississippi,Southern Mississippi,15
Mississippi,Troy,8
Sacred Heart,Yale,3
Sacred Heart,SUNY,2
Sacred Heart,Southern Connecticut,7
Sacred Heart,Connecticut,2
Southern Connecticut,SUNY,10
Southern Connecticut,Connecticut,6
Southern Connecticut,Sacred Heart,8
Southern Connecticut,Yale,2
New Haven,Marist,2
New Haven,Union,11
New Haven,Skidmore,13
New Haven,Rensselaer Polytech,10
New Haven,Hartford,10
Skidmore,Union,11
Skidmore,Rensselaer Polytech,9
Skidmore,New Haven,15
Skidmore,Marist,7
Skidmore,Vassar,13
Vassar,Army,5
Vassar,Saint Rose,11
Vassar,Wesleyan,1
Vassar,Hartford,0
Vassar,Skidmore,11
Hartford,Saint Rose,10
Hartford,Army,9
Hartford,Wesleyan,5
Hartford,Vassar,0
Hartford,New Haven,15
Saint Rose,Hartford,6
Saint Rose,Wesleyan,1
Saint Rose,Vassar,3
Saint Rose,Army,3
DePaul,Northwestern,2
DePaul,Chicago,3
DePaul,Northern Illinois,9
DePaul,Illinois State,11
DePaul,Illinois,8
DePaul,Loyola,9
Northern Illinois,Chicago,6
Northern Illinois,Northwestern,1
Northern Illinois,DePaul,6
Northern Illinois,Illinois,0
Northern Illinois,Loyola,7
Marquette,Northern Michigan,13
Marquette,Wisconsin,1
Marquette,Luther,13
Marquette,Minnesota,13
Marquette,Iowa State,7
Northern Michigan,Marquette,2
Northern Michigan,Wisconsin,11
Milwaukee School,Michigan Tech,3
Milwaukee School,Wisconsin,13
Milwaukee School,Carthage College,13
Carthage College,Wisconsin,13
Carthage College,Milwaukee School,4
Carthage College,Michigan Tech,2
Boston University,Northeastern,6
Boston University,MIT,10
Boston University,Boston College,7
Boston University,Harvard,11
Boston University,Tufts,8
Boston University,Massachusetts,15
Wentworth,Wheaton,13
Wentworth,Brandeis,7
Wentworth,Stonehill,8
Wentworth,Bentley,5
Stonehill,Bentley,6
Stonehill,Wheaton,13
Stonehill,Wentworth,11
Stonehill,Brandeis,4
SUNY Oneonta,SUNY,10
SUNY Oneonta,Cornell,3
New Jersey,NYU,1
New Jersey,Rutgers,2
New Jersey,Columbia,7
New Jersey,Rowan,3
New Jersey,Hofstra,4
Columbia,Rutgers,8
Columbia,NYU,4
Columbia,New Jersey,11
Columbia,SUNY,6
Columbia,Rowan,11
Columbia,Hofstra,13
Rowan,Princeton,9
Rowan,SUNY,6
Rowan,Hofstra,11
Rowan,Columbia,5
Rowan,New Jersey,13
Hofstra,SUNY,6
Hofstra,Princeton,9
Hofstra,Rowan,7
Hofstra,Columbia,11
Hofstra,New Jersey,13
College of,New York,13
College of,Stevens Tech,7
New York,College of,2
New York,Stevens Tech,2
Western Michigan,Michigan,0
Western Michigan,Michigan State,1
Fresno State,California,1
Fresno State,Las Positas,2
Fresno State,Sacramento State,2
Fresno State,Humboldt State,2
Fresno State,San Jose,8
Sacramento State,California,5
Sacramento State,Humboldt State,5
Sacramento State,Las Positas,8
Sacramento State,Fresno State,11
Sacramento State,San Jose,15
Sonoma State,Stanford,6
Sonoma State,Santa Clara,10
Sonoma State,San Jose,13
Sonoma State,Chico State,5
Sonoma State,Nevada,2
Sonoma State,Humboldt State,12
Nevada,Santa Clara,8
Nevada,San Jose,13
Nevada,Chico State,13
Nevada,Stanford,7
Nevada,Sonoma State,13
Nevada,Las Positas,12
Nevada,Humboldt State,14
San Jose,Chico State,5
San Jose,Nevada,6
San Jose,Sonoma State,7
San Jose,Santa Clara,7
San Jose,Stanford,2
San Jose,Fresno State,15
San Jose,Sacramento State,8
Minnesota,Luther,1
Minnesota,Wisconsin,15
Minnesota,Marquette,9
Minnesota,Iowa State,15
Minnesota,Minnesota,5
Minnesota,Carleton College,10
Minnesota,Minnesota State,12
Minnesota,North Dakota,15
Iowa State,Wisconsin,15
Iowa State,Minnesota,5
Iowa State,Marquette,8
Catholic,Roanoke,11
Catholic,Navy,7
Catholic,Richmond,5
Catholic,Christopher Newport,7
Catholic,St Mary,15
Roanoke,Catholic,7
Roanoke,Richmond,2
Roanoke,Navy,4
Roanoke,Shenandoah,11
Shenandoah,Mary Washington,8
Shenandoah,Christopher Newport,5
Shenandoah,St Mary,11
Shenandoah,Roanoke,9
St Mary,Christopher Newport,2
St Mary,Mary Washington,4
St Mary,Shenandoah,7
St Mary,Catholic,2
Stephen F,North Texas,0
Stephen F,Texas Tech,1
Stephen F,Texas,13
Stephen F,Baylor,6
Stephen F,Texas Christian,5
Stephen F,Southern Methodist,9
North Texas,Stephen F,0
North Texas,Texas Tech,4
North Texas,Texas,7
North Texas,Baylor,7
North Texas,Southern Methodist,13
North Texas,Texas Christian,8
Texas Christian,Southern Methodist,13
Texas Christian,Texas,13
Texas Christian,North Texas,12
Texas Christian,Texas Tech,0
Texas Christian,Baylor,7
Texas Christian,Stephen F,10
Southern Methodist,Texas Christian,3
Southern Methodist,Texas,12
Southern Methodist,North Texas,6
Southern Methodist,Stephen F,5
Pacific Lutheran,Whitman,2
Pacific Lutheran,Portland,4
Pacific Lutheran,Willamette University,13
Pacific Lutheran,Lewis,4
Pacific Lutheran,Puget Sound,7
Pacific Lutheran,Seattle,W
Portland,Willamette University,13
Portland,Pacific Lutheran,13
Portland,Whitman,6
Portland,Whitworth,15
Portland,Puget Sound,15
Portland,Air Force,5
Portland,Bryant,4
Portland,Claremont,11
Portland,Berry,15
Portland,Michigan Tech,15
Willamette University,Portland,1
Willamette University,Whitman,0
Willamette University,Pacific Lutheran,2
