source,target,weight
Georgetown,Indiana,15
Georgetown,Williams,14
Georgetown,East Carolina,12
Georgetown,William & Mary,6
Georgetown,Cornell,15
Georgetown,Virginia Tech,11
Middlebury,Duke,15
Middlebury,Georgetown,13
Middlebury,Penn State,12
Middlebury,Johns Hopkins,12
Middlebury,Mary Washington,13
Middlebury,Lehigh,13
Middlebury,Florida,13
Middlebury,Wisconsin-Eau Claire,13
Middlebury,Florida Tech,13
Middlebury,Carleton College-GoP,13
Middlebury,South Carolina,11
Middlebury,South Florida,15
Middlebury,Appalachian State,15
Middlebury,North Carolina-Asheville,13
Middlebury,Georgia College,13
Middlebury,Davidson,13
Middlebury,Air Force,14
Middlebury,Xavier,13
Duke,Middlebury,11
Duke,Penn State,11
Duke,Georgetown,13
Duke,MIT,14
Duke,Villanova,14
Duke,George Washington,13
Duke,Richmond,7
Duke,Carleton College-GoP,10
Duke,Appalachian State,13
Duke,Clemson,15
Duke,California,6
Duke,Cal Poly-SLO,11
Duke,Stanford,6
Duke,Claremont,8
Mary Washington,SUNY-Binghamton,10
Mary Washington,American,13
Mary Washington,MIT,9
Mary Washington,Middlebury,11
Mary Washington,Rutgers,11
Mary Washington,Villanova,12
Mary Washington,Penn State,11
Mary Washington,Georgia College,12
Mary Washington,Oberlin,10
Mary Washington,Elon,12
Mary Washington,Florida Tech,14
Mary Washington,Missouri S&T,13
Mary Washington,Anderson,12
Mary Washington,Virginia Commonwealth,13
Mary Washington,North Carolina,15
Mary Washington,Vermont,5
Mary Washington,Tennessee-Chattanooga,10
Mary Washington,James Madison,12
Mary Washington,Liberty,15
American,MIT,7
American,Mary Washington,9
American,SUNY-Binghamton,3
American,George Mason,3
American,NYU,5
American,Towson,15
American,Pennsylvania,5
American,George Washington,5
American,Shenandoah,7
American,Christopher Newport,8
American,Georgetown,14
American,Case Western Reserve,12
American,SUNY-Buffalo,13
American,West Virginia,11
American,Dayton,4
American,Liberty,2
American,North Carolina,3
American,Wake Forest,5
American,Rutgers,2
American,East Carolina,8
American,Lancaster Bible,6
American,Delaware,4
American,SUNY Oneonta,7
American,SUNY-Oneonta,1
American,Maryland-Baltimore County,6
Pennsylvania,Lehigh,9
Pennsylvania,Towson,11
Pennsylvania,North Carolina,9
Pennsylvania,SUNY-Binghamton,13
Pennsylvania,Rowan,15
Pennsylvania,Virginia Commonwealth,11
Pennsylvania,American,13
Pennsylvania,Georgetown,11
Pennsylvania,Christopher Newport,7
Pennsylvania,George Washington,12
Pennsylvania,Shenandoah,11
Pennsylvania,Purdue,11
Pennsylvania,James Madison,8
Pennsylvania,Georgia Southern,12
Pennsylvania,Vermont,12
Pennsylvania,Clemson,12
Pennsylvania,Case Western Reserve,11
Pennsylvania,Ohio,10
Pennsylvania,Swarthmore,13
Pennsylvania,Muhlenberg,12
Pennsylvania,Millersville,13
Pennsylvania,Delaware,7
Pennsylvania,Haverford,13
Lehigh,Pennsylvania,12
Lehigh,North Carolina,15
Lehigh,Towson,12
Lehigh,Rutgers,7
Lehigh,Liberty,15
Lehigh,Middlebury,9
Lehigh,John Carroll,13
Lehigh,Northwestern,13
Lehigh,Toledo,13
Lehigh,Rochester,9
Lehigh,University of Pittsburgh,11
Lehigh,Oberlin,11
Lehigh,Vanderbilt,14
Lehigh,Cedarville,8
Lehigh,Slippery Rock,1
Lehigh,Temple,4
Lehigh,Susquehanna,6
Lehigh,Princeton,9
Lehigh,Sacred Heart,0
Lehigh,SUNY-Binghamton,9
Lehigh,Richmond,7
Lehigh,George Washington,14
Lehigh,George Mason,12
Lehigh,James Madison,12
Lehigh,Virginia Commonwealth,10
Lehigh,Navy,13
Lehigh,Salisbury,13
Lehigh,Brandeis,3
Lehigh,Shippensburg,15
Lehigh,Christopher Newport,15
North Carolina,Towson,12
North Carolina,Lehigh,9
North Carolina,Pennsylvania,13
North Carolina,MIT,11
North Carolina,Georgetown,11
North Carolina,Villanova,13
North Carolina,Penn State,12
North Carolina,Carleton College-GoP,13
North Carolina,Richmond,13
North Carolina,North Carolina State,15
North Carolina,North Carolina-Wilmington,15
North Carolina,Florida State,15
North Carolina,Virginia Tech,13
North Carolina,Harvard,13
North Carolina,Carleton College-CUT,12
North Carolina,Brown,13
North Carolina,Massachusetts,15
North Carolina,Vermont,7
North Carolina,Mary Washington,13
North Carolina,Virginia Commonwealth,10
North Carolina,Davidson,12
North Carolina,George Mason,15
North Carolina,Drexel University,15
North Carolina,American,10
North Carolina,Liberty,10
North Carolina,Wake Forest,13
North Carolina,Rutgers,8
North Carolina,Maryland-Baltimore County,15
North Carolina,Ohio State,11
North Carolina,Dartmouth,13
North Carolina,Tennessee,13
North Carolina,Appalachian State,13
North Carolina,Alabama,15
North Carolina,Wisconsin,12
North Carolina,Victoria,13
North Carolina,Texas,13
Towson,North Carolina,7
Towson,Pennsylvania,10
Towson,Lehigh,4
Towson,NYU,9
Towson,George Mason,5
Towson,American,4
Towson,Princeton,4
Towson,Maryland-Baltimore County,5
Towson,Drexel University,5
Towson,Shippensburg,2
Towson,Navy,3
Towson,St Mary's Maryland,9
Towson,SUNY Oneonta,6
Towson,Lancaster Bible,9
NYU,Virginia Commonwealth,8
NYU,George Washington,8
NYU,Liberty,7
NYU,Towson,8
NYU,George Mason,12
NYU,American,11
NYU,Hofstra,10
NYU,Columbia,10
NYU,Marist,8
NYU,SUNY-Stony Brook,7
NYU,Tufts,7
NYU,SUNY-Binghamton,8
NYU,Rowan,7
NYU,Cornell,15
Virginia Commonwealth,NYU,10
Virginia Commonwealth,Liberty,9
Virginia Commonwealth,George Washington,8
Virginia Commonwealth,Rowan,13
Virginia Commonwealth,SUNY-Binghamton,10
Virginia Commonwealth,Pennsylvania,12
Virginia Commonwealth,Mary Washington,11
Virginia Commonwealth,Vermont,4
Virginia Commonwealth,North Carolina,9
Virginia Commonwealth,Williams,11
Virginia Commonwealth,Drexel University,13
Virginia Commonwealth,George Mason,12
Virginia Commonwealth,Lehigh,15
Virginia Commonwealth,East Carolina,8
Virginia Commonwealth,West Chester,9
Virginia Commonwealth,Christopher Newport,8
Virginia Commonwealth,RIT,6
Virginia Commonwealth,Salisbury,15
Virginia Commonwealth,Shippensburg,12
Liberty,George Washington,8
Liberty,Virginia Commonwealth,12
Liberty,NYU,9
Liberty,RIT,11
Liberty,Lehigh,8
Liberty,Penn State,7
Liberty,Williams,12
Liberty,James Madison,5
Liberty,Davidson,13
Liberty,William & Mary,7
Liberty,Mary Washington,9
Liberty,American,13
Liberty,Rutgers,10
Liberty,North Carolina,11
Liberty,Wake Forest,13
Liberty,Brandeis,9
Liberty,Drexel University,15
George Washington,Liberty,13
George Washington,NYU,9
George Washington,Virginia Commonwealth,10
George Washington,James Madison,8
George Washington,Connecticut,8
George Washington,Shenandoah,15
George Washington,American,13
George Washington,Georgetown,11
George Washington,Pennsylvania,10
George Washington,Christopher Newport,4
George Washington,Duke,6
George Washington,Virginia Tech,13
George Washington,Richmond,6
George Washington,George Mason,12
George Washington,Lehigh,15
George Washington,SUNY-Binghamton,4
George Washington,Drexel University,12
Villanova,George Mason,13
Villanova,Rowan,13
Villanova,RIT,13
Villanova,Duke,11
Villanova,James Madison,12
Villanova,Mary Washington,9
Villanova,North Carolina,14
Villanova,Haverford,10
Villanova,New Jersey Tech,13
Villanova,Franklin & Marshall,13
Villanova,Catholic,12
Villanova,Delaware,9
Villanova,West Chester,4
Villanova,Jefferson,12
Villanova,Muhlenberg,7
Villanova,Millersville,9
George Mason,Villanova,11
George Mason,RIT,11
George Mason,Rowan,9
George Mason,American,14
George Mason,NYU,9
George Mason,Towson,14
George Mason,Clemson,10
George Mason,Ohio,5
George Mason,Indiana,5
George Mason,Georgia Tech,10
George Mason,Elon,12
George Mason,Georgia Southern,10
George Mason,Dayton,11
George Mason,Richmond,10
George Mason,SUNY-Binghamton,6
George Mason,George Washington,15
George Mason,Lehigh,13
George Mason,North Carolina,11
George Mason,Virginia Commonwealth,15
George Mason,Maryland,1
George Mason,Drexel,11
George Mason,Temple,6
George Mason,Cornell,6
George Mason,East Carolina,11
George Mason,SUNY-Buffalo,15
RIT,Rowan,13
RIT,George Mason,9
RIT,Villanova,10
RIT,Liberty,10
RIT,Rutgers,12
RIT,Johns Hopkins,6
RIT,Kentucky,11
RIT,Indiana,7
RIT,Case Western Reserve,10
RIT,Michigan,14
RIT,Oberlin,7
RIT,Rochester,12
RIT,Vanderbilt,9
RIT,Christopher Newport,13
RIT,West Chester,11
RIT,East Carolina,13
RIT,Virginia Commonwealth,12
RIT,Cedarville,12
RIT,Princeton,7
Rowan,RIT,10
Rowan,Villanova,12
Rowan,George Mason,13
Rowan,Virginia Commonwealth,6
Rowan,Pennsylvania,7
Rowan,SUNY-Binghamton,7
Rowan,Columbia,9
Rowan,Cornell,11
Rowan,Hofstra,9
Rowan,Tufts,9
Rowan,SUNY-Stony Brook,5
Rowan,NYU,6
Rowan,Marist,2
Christopher Newport,Georgetown,13
Christopher Newport,Shenandoah,13
Christopher Newport,Pennsylvania,15
Christopher Newport,American,11
Christopher Newport,George Washington,13
Christopher Newport,RIT,8
Christopher Newport,East Carolina,11
Christopher Newport,Virginia Commonwealth,4
Christopher Newport,West Chester,3
Christopher Newport,Lehigh,11
Christopher Newport,Wake Forest,15
Shenandoah,George Washington,14
Shenandoah,Christopher Newport,2
Shenandoah,American,11
Shenandoah,Georgetown,13
Shenandoah,Pennsylvania,8
Shenandoah,Maryland,6
Colorado College,Texas-Dallas,13
Colorado College,Texas State,8
Colorado College,Texas-San Antonio,13
Colorado College,Oklahoma,4
Colorado College,North Texas,0
Colorado College,Nebraska,13
Colorado College,Oklahoma State,8
Colorado College,Arkansas,14
Colorado College,Hendrix,15
Colorado College,John Brown,10
Texas-Dallas,Colorado College,1
Texas-Dallas,Texas-San Antonio,7
Texas-Dallas,Oklahoma,5
Texas-Dallas,Texas State,12
Texas-Dallas,Stephen F Austin,5
Texas-Dallas,North Texas,8
Texas-Dallas,Southern Methodist,7
Texas-Dallas,Colorado,9
Texas-Dallas,Colorado State,6
Texas-Dallas,LSU,10
Texas-Dallas,Wisconsin,7
Texas-Dallas,Stephen F. Austin,8
Texas-Dallas,Texas,8
Texas-Dallas,Iowa State,11
Texas-Dallas,Illinois,12
Texas-Dallas,Utah,12
Texas-Dallas,Alabama-Huntsville,13
Texas-Dallas,Kennesaw State,13
Texas-Dallas,Brown,10
Texas-Dallas,Northeastern,10
Texas-Dallas,South Florida,12
Texas-Dallas,Illinois State,9
Texas-Dallas,Central Florida,11
Texas-Dallas,Pittsburgh,10
Texas-Dallas,Michigan,9
Texas-Dallas,Western Washington University,11
Texas-Dallas,Cal Poly-SLO,6
Texas-Dallas,California-Santa Cruz,13
Texas-Dallas,Dartmouth,13
Texas-Dallas,Stanford,11
Texas-Dallas,Colorado State University,9
Texas State,Colorado College,13
Texas State,Texas-Dallas,13
Texas State,Texas-San Antonio,13
Texas State,North Texas,3
Texas State,Sam Houston State,15
Texas State,Baylor,0
Texas State,Stephen F Austin,11
Texas State,John Brown,2
Texas State,Kansas State,0
Texas State,Nebraska,15
Texas State,Utah,11
Texas State,Iowa State,8
Texas State,Oklahoma,8
Texas State,Texas,14
Texas State,Houston,7
Texas State,Kansas,13
Texas State,Arkansas,9
Texas State,Stephen F. Austin,8
Texas State,Florida,13
Texas State,Texas Christian,4
Texas State,North Florida,4
Texas State,Mississippi,3
Texas State,Wisconsin-Whitewater,13
Texas State,LSU,9
Texas State,Minnesota State-Mankato,13
Texas State,Alabama,8
Texas-San Antonio,Texas-Dallas,11
Texas-San Antonio,Colorado College,1
Texas-San Antonio,Oklahoma,13
Texas-San Antonio,Texas State,8
Texas-San Antonio,Rice,5
Texas-San Antonio,North Texas,10
Texas-San Antonio,Sam Houston State,12
Texas-San Antonio,Houston,13
Texas-San Antonio,Texas,13
Texas-San Antonio,LSU,15
Texas-San Antonio,Trinity,15
Texas-San Antonio,Minnesota State-Mankato,3
Texas-San Antonio,Alabama-Birmingham,5
Texas-San Antonio,Texas A&M,11
Texas-San Antonio,Florida State,8
Oklahoma,Texas-Dallas,12
Oklahoma,Texas-San Antonio,4
Oklahoma,Colorado College,12
Oklahoma,Texas Tech,3
Oklahoma,Rice,8
Oklahoma,Southern Methodist,13
Oklahoma,John Brown,4
Oklahoma,Baylor,15
Oklahoma,North Texas,6
Oklahoma,Sam Houston State,3
Oklahoma,Nebraska,15
Oklahoma,Iowa State,8
Oklahoma,Utah,7
Oklahoma,Texas State,13
Oklahoma,Arkansas,15
Oklahoma,Kansas,13
Oklahoma,Colorado,12
Oklahoma,Dallas Baptist,10
Oklahoma,Tulsa,15
Oklahoma,Oklahoma State,15
Oklahoma,Emory,11
Oklahoma,Illinois State,10
Oklahoma,South Florida,13
Oklahoma,Cincinnati,13
Oklahoma,Georgia,6
Oklahoma,Northwestern,15
Oklahoma,Alabama-Huntsville,11
Texas Tech,Southern Methodist,13
Texas Tech,Oklahoma,15
Texas Tech,Rice,14
Texas Tech,John Brown,15
Texas Tech,Kansas State,15
Texas Tech,Vermont,11
Texas Tech,Michigan,10
Texas Tech,Illinois,7
Texas Tech,Kansas,7
Texas Tech,Purdue,10
Texas Tech,Wisconsin-Whitewater,13
Texas Tech,Alabama,8
Texas Tech,Florida,13
Texas Tech,Sul Ross State,15
Texas Tech,Mississippi State,13
Texas Tech,Georgia State,13
Southern Methodist,Texas Tech,2
Southern Methodist,Rice,2
Southern Methodist,Oklahoma,0
Southern Methodist,North Texas,11
Southern Methodist,Stephen F Austin,7
Southern Methodist,Texas-Dallas,11
Rice,Oklahoma,12
Rice,Southern Methodist,13
Rice,Texas Tech,11
Rice,Oklahoma State,12
Rice,Texas-San Antonio,15
Rice,North Texas,12
Rice,Texas A&M,13
Rice,Wisconsin-Milwaukee,15
Rice,Northern Iowa,15
Oklahoma State,North Texas,13
Oklahoma State,John Brown,11
Oklahoma State,Kansas State,11
Oklahoma State,Nebraska,15
Oklahoma State,Rice,11
Oklahoma State,Sam Houston State,15
Oklahoma State,Baylor,15
Oklahoma State,Arkansas,13
Oklahoma State,Kansas,12
Oklahoma State,Dartmouth,4
Oklahoma State,LSU,11
Oklahoma State,Texas A&M,15
Oklahoma State,Colorado State,10
Oklahoma State,Iowa State,0
Oklahoma State,Colorado College,15
Oklahoma State,Colorado School of Mines,15
Oklahoma State,Oklahoma,10
North Texas,Oklahoma State,0
North Texas,Kansas State,9
North Texas,Nebraska,4
North Texas,John Brown,2
North Texas,Texas State,13
North Texas,Stephen F Austin,5
North Texas,Sam Houston State,13
North Texas,Baylor,7
North Texas,Southern Methodist,10
North Texas,Texas-Dallas,9
North Texas,Colorado College,15
North Texas,Texas-San Antonio,12
North Texas,Oklahoma,15
North Texas,Rice,10
North Texas,Wisconsin-Milwaukee,10
North Texas,Texas A&M,13
North Texas,Northern Iowa,13
North Texas,Colorado State,15
North Texas,Wisconsin,10
North Texas,Stanford,13
North Texas,Chico State,11
North Texas,California-Davis,8
North Texas,Las Positas,8
John Brown,Kansas State,13
John Brown,Oklahoma State,10
John Brown,Nebraska,10
John Brown,North Texas,13
John Brown,Texas Tech,4
John Brown,Oklahoma,15
John Brown,Texas State,15
John Brown,Missouri,15
John Brown,Colorado College,15
John Brown,Purdue,9
John Brown,Carnegie Mellon,1
John Brown,Iowa State,4
John Brown,Washington University,7
John Brown,Arizona State,10
John Brown,Marquette,11
Kansas State,John Brown,8
Kansas State,Nebraska,13
Kansas State,North Texas,12
Kansas State,Oklahoma State,1
Kansas State,Texas Tech,6
Kansas State,Texas State,15
Kansas State,Chicago,13
Kansas State,Coe,13
Kansas State,Minnesota,14
Kansas State,Indiana,12
Kansas State,Nebraska-Omaha,12
Kansas State,Northwestern-St. Paul,12
Nebraska,Kansas State,11
Nebraska,John Brown,9
Nebraska,North Texas,13
Nebraska,Oklahoma State,6
Nebraska,Baylor,10
Nebraska,Colorado College,5
Nebraska,Texas State,0
Nebraska,Oklahoma,0
Nebraska,Arkansas State,15
Nebraska,Colorado,15
Nebraska,Arkansas,11
Stephen F Austin,Sam Houston State,10
Stephen F Austin,North Texas,7
Stephen F Austin,Baylor,4
Stephen F Austin,Texas State,8
Stephen F Austin,Texas-Dallas,15
Stephen F Austin,Southern Methodist,12
Sam Houston State,Stephen F Austin,11
Sam Houston State,Baylor,4
Sam Houston State,Texas State,0
Sam Houston State,North Texas,0
Sam Houston State,Oklahoma State,0
Sam Houston State,Texas-San Antonio,5
Sam Houston State,Oklahoma,6
Sam Houston State,Florida State,7
Sam Houston State,Georgia State,3
Sam Houston State,Sul Ross State,5
Sam Houston State,Texas A&M,11
Baylor,Sam Houston State,12
Baylor,Stephen F Austin,13
Baylor,Texas State,15
Baylor,North Texas,8
Baylor,Oklahoma,10
Baylor,Nebraska,13
Baylor,Oklahoma State,10
Baylor,Northern Iowa,13
Baylor,LSU,11
Baylor,Trinity,13
Baylor,Wisconsin-Milwaukee,13
Baylor,Wisconsin,15
Utah State,Montana,13
Utah State,Utah,9
Utah State,Boise State,13
Utah State,Denver,11
Utah State,Northern Arizona,13
Utah State,Humboldt State,5
Utah State,Whitworth,9
Utah State,UCLA,6
Utah State,Colorado-Denver,13
Utah State,Occidental,9
Utah State,New Mexico,13
Utah State,Montana State,10
Utah State,Nevada-Reno,7
Utah State,Colorado School of Mines,13
Utah,Utah State,10
Utah,Montana,12
Utah,Denver,13
Utah,Montana State,11
Utah,Idaho,15
Utah,Texas State,10
Utah,Oklahoma,12
Utah,Iowa State,13
Utah,Colorado State,11
Utah,Texas A&M,9
Utah,Texas-Dallas,14
Utah,California-Santa Barbara,9
Utah,California-San Diego,7
Utah,Cal Poly-SLO,3
Utah,Illinois,10
Utah,California-Davis,8
Utah,California-Santa Cruz,8
Utah,Arizona,7
Utah,Colorado School of Mines,0
Utah,UCLA,10
Utah,Southern California,7
Utah,California,13
Utah,Nevada-Reno,9
Boise State,Montana,9
Boise State,Utah State,9
Boise State,Denver,1
Boise State,Northern Arizona,0
Boise State,Montana State,9
Boise State,Western Washington University,7
Boise State,Portland State,15
Boise State,Whitworth,7
Boise State,Central Washington,10
Boise State,Cal State-Long Beach,11
Boise State,Cal State-Fullerton,13
Boise State,Miami,13
Boise State,Cal Poly-Pomona,6
Boise State,Cal Poly-SLO,5
Northern Arizona,Idaho,11
Northern Arizona,Brigham Young,8
Northern Arizona,Montana State,3
Northern Arizona,Denver,12
Northern Arizona,Boise State,15
Northern Arizona,Utah State,11
Northern Arizona,Arizona State,6
Northern Arizona,Arizona,13
Northern Arizona,Air Force,13
Northern Arizona,University of New Mexico,4
Northern Arizona,California-Irvine,13
Northern Arizona,Chico State,13
Northern Arizona,Colorado-Denver,11
Northern Arizona,Colorado Mesa,13
Montana State,Brigham Young,13
Montana State,Denver,10
Montana State,Idaho,8
Montana State,Northern Arizona,13
Montana State,Utah,10
Montana State,Montana,10
Montana State,Boise State,8
Montana State,Chico State,7
Montana State,California-Irvine,13
Montana State,Utah State,8
Montana State,Cal Poly-SLO,13
Montana State,San Diego State,12
Denver,Montana State,7
Denver,Brigham Young,9
Denver,Idaho,11
Denver,Northern Arizona,11
Denver,Utah,10
Denver,Boise State,15
Denver,Utah State,12
Denver,Colorado State,13
Denver,Colorado School of Mines,0
Denver,Colorado-Denver,3
Denver,Arizona State,13
Denver,Air Force,13
Denver,Arizona,13
Denver,Grand Canyon,8
Olivet Nazarene,Southern Indiana,11
Olivet Nazarene,Indiana Wesleyan,9
Olivet Nazarene,Butler,10
Olivet Nazarene,Truman State,7
Olivet Nazarene,North Park,12
Olivet Nazarene,Purdue,13
Olivet Nazarene,Carthage College,13
Olivet Nazarene,Grand Valley State,9
Olivet Nazarene,Northern Illinois,11
Olivet Nazarene,Wisconsin-Whitewater,5
Olivet Nazarene,Valparaiso,12
Southern Indiana,Olivet Nazarene,8
Southern Indiana,Indiana Wesleyan,6
Southern Indiana,Butler,4
Southern Indiana,Eastern Illinois,11
Southern Indiana,Dayton,11
Southern Indiana,Illinois-Chicago,5
Southern Indiana,Middle Tennessee State,8
Southern Indiana,Ball State,3
Southern Indiana,Iowa,4
Southern Indiana,Miami Ohio,7
Southern Indiana,Arkansas State,13
Southern Indiana,Missouri,0
Indiana Wesleyan,Olivet Nazarene,7
Indiana Wesleyan,Southern Indiana,8
Indiana Wesleyan,Rose-Hulman,5
Indiana Wesleyan,Saint Louis,1
Indiana Wesleyan,North Park,6
Indiana Wesleyan,St Olaf,3
Indiana Wesleyan,Puget Sound,3
Indiana Wesleyan,Portland,0
Indiana Wesleyan,Eastern Illinois,8
Butler,Olivet Nazarene,12
Butler,Southern Indiana,13
Butler,Eastern Illinois,11
Saint Louis,Notre Dame,13
Saint Louis,Kentucky,11
Saint Louis,Illinois-Chicago,13
Saint Louis,Iowa State,13
Saint Louis,Western Michigan,12
Saint Louis,Indiana Wesleyan,9
Notre Dame,Saint Louis,2
Notre Dame,Illinois-Chicago,8
Notre Dame,Iowa State,4
Notre Dame,Kentucky,6
Notre Dame,South Carolina,11
Notre Dame,Emory,13
Notre Dame,Clemson,15
Notre Dame,North Carolina-Wilmington,10
Notre Dame,Florida State,11
Notre Dame,Georgia Tech,15
Notre Dame,Alabama,7
Notre Dame,Carnegie Mellon,14
Notre Dame,North Carolina State,8
Notre Dame,North Carolina-Charlotte,13
Notre Dame,Appalachian State,14
Notre Dame,Georgia Southern,13
Notre Dame,Central Florida,14
Notre Dame,Alabama-Huntsville,10
Notre Dame,Cincinnati,15
Notre Dame,Minnesota-Duluth,15
Kentucky,Illinois-Chicago,8
Kentucky,Saint Louis,1
Kentucky,Iowa State,2
Kentucky,Notre Dame,4
Kentucky,RIT,10
Kentucky,Case Western Reserve,8
Kentucky,Indiana,5
Kentucky,Purdue,8
Kentucky,Dayton,12
Kentucky,Michigan,8
Kentucky,University of Pittsburgh,11
Kentucky,Rutgers,11
Kentucky,Virginia Tech,5
Kentucky,LSU,4
Kentucky,Illinois,5
Kentucky,Alabama-Huntsville,15
Kentucky,Illinois State,5
Kentucky,Alabama,12
Kentucky,Georgia State,15
Kentucky,Mississippi State,14
Kentucky,Alabama-Birmingham,15
Illinois-Chicago,Kentucky,5
Illinois-Chicago,Iowa State,9
Illinois-Chicago,Notre Dame,6
Illinois-Chicago,Saint Louis,2
Illinois-Chicago,Dayton,10
Illinois-Chicago,Eastern Illinois,11
Illinois-Chicago,Southern Indiana,11
Illinois-Chicago,Wheaton Illinois,6
Illinois-Chicago,Grand Valley State,5
Illinois-Chicago,Southern Illinois-Edwardsville,10
Illinois-Chicago,Wisconsin-Stout,11
Illinois-Chicago,Winona State,3
Illinois-Chicago,Illinois State,6
Illinois-Chicago,Marquette,4
Illinois-Chicago,Milwaukee School of Engineering,0
Iowa State,Illinois-Chicago,8
Iowa State,Kentucky,8
Iowa State,Notre Dame,5
Iowa State,Saint Louis,2
Iowa State,Oklahoma,13
Iowa State,Texas State,13
Iowa State,Utah,9
Iowa State,Texas,14
Iowa State,Texas-Dallas,14
Iowa State,Dartmouth,12
Iowa State,Oklahoma State,15
Iowa State,Illinois State,7
Iowa State,Purdue,7
Iowa State,Cincinnati,7
Iowa State,John Brown,6
Knox,Eastern Illinois,13
Knox,Northern Michigan,13
Knox,Western Michigan,12
Knox,North Park,10
Knox,Wright State,12
Knox,Syracuse,9
Knox,Oberlin,9
Knox,Kenyon,13
Knox,Ball State,0
Knox,Toledo,12
Knox,Trine,15
Eastern Illinois,Knox,4
Eastern Illinois,Western Michigan,6
Eastern Illinois,North Park,2
Eastern Illinois,Northern Michigan,0
Eastern Illinois,Southern Indiana,12
Eastern Illinois,Illinois-Chicago,2
Eastern Illinois,Dayton,15
Eastern Illinois,Indiana Wesleyan,7
Eastern Illinois,Butler,2
Eastern Illinois,Wisconsin- La Crosse,2
Eastern Illinois,Minnesota,3
Eastern Illinois,DePaul,3
Eastern Illinois,Bradley,3
Eastern Illinois,Illinois,0
Northern Michigan,Western Michigan,6
Northern Michigan,Knox,2
Northern Michigan,North Park,7
Northern Michigan,Eastern Illinois,9
Western Michigan,Northern Michigan,10
Western Michigan,North Park,7
Western Michigan,Eastern Illinois,7
Western Michigan,Knox,3
Western Michigan,Saint Louis,9
Western Michigan,Rose-Hulman,9
Western Michigan,Ohio State,9
Western Michigan,Cedarville,8
Western Michigan,Case Western Reserve,10
Western Michigan,Michigan,0
Western Michigan,Trine,0
Western Michigan,Northwestern,0
North Park,Western Michigan,12
North Park,Northern Michigan,11
North Park,Eastern Illinois,13
North Park,Knox,7
North Park,Indiana Wesleyan,9
North Park,Puget Sound,5
North Park,St Olaf,3
North Park,Missouri S&T,6
North Park,Carthage College,13
North Park,Olivet Nazarene,11
North Park,Purdue,13
North Park,Truman State,10
North Park,Valparaiso,9
North Park,Northern Illinois,5
North Park,Milwaukee School of Engineering,11
North Park,Loyola-Chicago,12
Wheaton Illinois,Dayton,13
Wheaton Illinois,Marquette,11
Wheaton Illinois,Rose-Hulman,13
Wheaton Illinois,Valparaiso,7
Wheaton Illinois,Illinois-Chicago,11
Wheaton Illinois,Wisconsin-Stout,13
Wheaton Illinois,Grand Valley State,6
Wheaton Illinois,Southern Illinois-Edwardsville,13
Wheaton Illinois,Truman State,3
Wheaton Illinois,Loyola-Chicago,10
Wheaton Illinois,Wisconsin-Whitewater,8
Dayton,Wheaton Illinois,5
Dayton,Rose-Hulman,4
Dayton,Valparaiso,2
Dayton,Marquette,5
Dayton,Illinois-Chicago,7
Dayton,Southern Indiana,7
Dayton,Eastern Illinois,0
Dayton,Trine,13
Dayton,Ball State,13
Dayton,Ohio Northern,13
Dayton,Xavier,13
Dayton,Kentucky,11
Dayton,Oberlin,7
Dayton,Cedarville,10
Dayton,Rochester,14
Dayton,Johns Hopkins,11
Dayton,Virginia,6
Dayton,Tennessee-Chattanooga,4
Dayton,Georgia Southern,14
Dayton,Elon,14
Dayton,George Mason,15
Dayton,SUNY-Buffalo,13
Dayton,West Virginia,13
Dayton,Case Western Reserve,13
Dayton,American,13
Marquette,Rose-Hulman,9
Marquette,Wheaton Illinois,5
Marquette,Valparaiso,13
Marquette,Dayton,13
Marquette,Tulane,7
Marquette,Illinois,4
Marquette,Cincinnati,5
Marquette,Arizona State,10
Marquette,Arkansas,9
Marquette,John Brown,8
Marquette,Coe,13
Marquette,Milwaukee School of Engineering,13
Marquette,Loyola-Chicago,4
Marquette,Winona State,13
Marquette,Wisconsin-Whitewater,4
Marquette,Northern Illinois,7
Marquette,Illinois State,6
Marquette,Truman State,13
Marquette,Grand Valley State,13
Marquette,Purdue,11
Marquette,Southern Illinois-Edwardsville,6
Marquette,Illinois-Chicago,8
Marquette,Saint Louis University,11
Marquette,Wisconsin-Milwaukee,8
Marquette,Iowa,11
Marquette,St Olaf,8
Rose-Hulman,Marquette,11
Rose-Hulman,Valparaiso,4
Rose-Hulman,Dayton,13
Rose-Hulman,Wheaton Illinois,6
Rose-Hulman,Indiana Wesleyan,11
Rose-Hulman,Western Michigan,11
Rose-Hulman,Oberlin,5
Rose-Hulman,Winona State,3
Rose-Hulman,Brandeis,6
Rose-Hulman,Michigan Tech,3
Valparaiso,Rose-Hulman,13
Valparaiso,Marquette,4
Valparaiso,Dayton,13
Valparaiso,Wheaton Illinois,3
Valparaiso,Wisconsin-Whitewater,9
Valparaiso,Illinois State,13
Valparaiso,Northern Illinois,9
Valparaiso,North Park,13
Valparaiso,Olivet Nazarene,8
Miami Upper,Miami Ohio,13
Miami Upper,Michigan,7
Miami Upper,Cleveland State,13
Miami Upper,SUNY-Buffalo,10
Miami Ohio,Miami Upper,8
Miami Ohio,Cincinnati,4
Miami Ohio,SUNY-Buffalo,9
Miami Ohio,Cleveland State,15
Miami Ohio,Middle Tennessee State,12
Miami Ohio,Ball State,10
